"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006M","B08303_006MA","B08303_006EA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031580300","Census Tract 5803, Cook County, Illinois","980","null","160","null","0","null","11","null","15","21","null","null","44","37","null","null","176","56","null","null","116","73","null","null","105","59","null","null","191","76","null","null","32","null","32","null","72","53","null","null","40","null","37","null","150","null","96","null","39","null","49","null",
"1400000US17031580400","Census Tract 5804, Cook County, Illinois","1293","null","182","null","0","null","11","null","15","22","null","null","112","81","null","null","116","79","null","null","121","67","null","null","25","25","null","null","258","91","null","null","0","null","11","null","82","69","null","null","221","null","85","null","250","null","96","null","93","null","69","null",
"1400000US17031580501","Census Tract 5805.01, Cook County, Illinois","2197","null","393","null","13","null","19","null","44","57","null","null","129","80","null","null","132","84","null","null","331","142","null","null","99","71","null","null","434","181","null","null","73","null","59","null","53","41","null","null","466","null","159","null","272","null","139","null","151","null","142","null",
"1400000US17031580502","Census Tract 5805.02, Cook County, Illinois","2103","null","319","null","0","null","11","null","42","41","null","null","212","127","null","null","267","127","null","null","257","113","null","null","54","60","null","null","474","148","null","null","166","null","181","null","42","33","null","null","324","null","113","null","191","null","96","null","74","null","62","null",
"1400000US17031580600","Census Tract 5806, Cook County, Illinois","2248","null","307","null","1","null","2","null","120","85","null","null","160","78","null","null","126","83","null","null","270","99","null","null","121","62","null","null","495","145","null","null","84","null","64","null","212","126","null","null","272","null","101","null","337","null","137","null","50","null","43","null",
"1400000US17031580700","Census Tract 5807, Cook County, Illinois","2342","null","305","null","0","null","15","null","67","54","null","null","150","84","null","null","426","157","null","null","360","138","null","null","78","64","null","null","570","130","null","null","29","null","28","null","86","57","null","null","391","null","132","null","146","null","69","null","39","null","63","null",
"1400000US17031580800","Census Tract 5808, Cook County, Illinois","541","null","142","null","0","null","11","null","10","17","null","null","5","9","null","null","59","51","null","null","54","39","null","null","18","27","null","null","97","52","null","null","19","null","25","null","13","17","null","null","117","null","67","null","131","null","77","null","18","null","28","null",
"1400000US17031590500","Census Tract 5905, Cook County, Illinois","830","null","92","null","0","null","11","null","16","16","null","null","109","58","null","null","139","59","null","null","96","58","null","null","45","29","null","null","167","52","null","null","37","null","33","null","4","6","null","null","76","null","38","null","127","null","74","null","14","null","19","null",
"1400000US17031590600","Census Tract 5906, Cook County, Illinois","1590","null","217","null","0","null","11","null","165","126","null","null","61","37","null","null","177","81","null","null","192","100","null","null","161","98","null","null","341","105","null","null","41","null","37","null","87","63","null","null","164","null","82","null","164","null","111","null","37","null","41","null",
"1400000US17031590700","Census Tract 5907, Cook County, Illinois","1400","null","202","null","34","null","32","null","47","31","null","null","120","54","null","null","95","49","null","null","79","52","null","null","80","40","null","null","268","135","null","null","28","null","35","null","184","61","null","null","243","null","73","null","175","null","77","null","47","null","50","null",
"1400000US17031600400","Census Tract 6004, Cook County, Illinois","2501","null","368","null","40","null","35","null","248","189","null","null","230","114","null","null","302","131","null","null","524","163","null","null","98","79","null","null","343","177","null","null","93","null","65","null","106","62","null","null","122","null","60","null","294","null","110","null","101","null","96","null",
"1400000US17031600600","Census Tract 6006, Cook County, Illinois","1219","null","163","null","0","null","11","null","26","28","null","null","178","66","null","null","290","109","null","null","86","40","null","null","110","47","null","null","215","77","null","null","32","null","42","null","108","71","null","null","72","null","51","null","61","null","44","null","41","null","39","null",
"1400000US17031600700","Census Tract 6007, Cook County, Illinois","1040","null","197","null","0","null","11","null","44","54","null","null","99","47","null","null","40","33","null","null","164","95","null","null","45","40","null","null","166","80","null","null","59","null","48","null","91","69","null","null","141","null","80","null","191","null","101","null","0","null","11","null",
"1400000US17031600900","Census Tract 6009, Cook County, Illinois","1728","null","269","null","8","null","12","null","224","174","null","null","167","77","null","null","253","126","null","null","162","70","null","null","64","51","null","null","340","126","null","null","77","null","54","null","91","59","null","null","181","null","106","null","118","null","69","null","43","null","41","null",
"1400000US17031610300","Census Tract 6103, Cook County, Illinois","2003","null","296","null","14","null","25","null","157","121","null","null","176","103","null","null","342","121","null","null","286","108","null","null","108","68","null","null","300","123","null","null","11","null","18","null","123","74","null","null","310","null","157","null","152","null","77","null","24","null","27","null",
"1400000US17031610400","Census Tract 6104, Cook County, Illinois","642","null","151","null","21","null","24","null","46","33","null","null","40","36","null","null","48","41","null","null","31","29","null","null","12","19","null","null","111","59","null","null","0","null","11","null","30","29","null","null","183","null","135","null","120","null","79","null","0","null","11","null",
"1400000US17031610800","Census Tract 6108, Cook County, Illinois","685","null","110","null","0","null","11","null","66","37","null","null","91","45","null","null","98","46","null","null","109","51","null","null","27","17","null","null","65","40","null","null","14","null","15","null","27","34","null","null","90","null","52","null","62","null","41","null","36","null","30","null",
"1400000US17031611000","Census Tract 6110, Cook County, Illinois","240","null","71","null","0","null","11","null","4","6","null","null","24","27","null","null","25","28","null","null","68","38","null","null","0","11","null","null","26","28","null","null","0","null","11","null","9","14","null","null","27","null","25","null","34","null","24","null","23","null","19","null",
"1400000US17031611100","Census Tract 6111, Cook County, Illinois","797","null","159","null","12","null","19","null","51","39","null","null","65","45","null","null","135","76","null","null","69","47","null","null","53","40","null","null","168","58","null","null","22","null","26","null","20","24","null","null","102","null","57","null","69","null","56","null","31","null","39","null",
"1400000US17031611200","Census Tract 6112, Cook County, Illinois","634","null","152","null","5","null","7","null","45","41","null","null","21","25","null","null","9","13","null","null","69","41","null","null","22","26","null","null","196","108","null","null","0","null","11","null","48","44","null","null","95","null","49","null","67","null","41","null","57","null","48","null",
"1400000US17031611300","Census Tract 6113, Cook County, Illinois","957","null","188","null","20","null","31","null","21","33","null","null","125","73","null","null","94","57","null","null","118","64","null","null","58","34","null","null","254","102","null","null","22","null","22","null","36","30","null","null","110","null","62","null","93","null","60","null","6","null","10","null",
"1400000US17031611400","Census Tract 6114, Cook County, Illinois","1367","null","239","null","2","null","4","null","37","36","null","null","127","89","null","null","213","77","null","null","186","81","null","null","142","101","null","null","231","87","null","null","28","null","33","null","13","21","null","null","144","null","71","null","228","null","111","null","16","null","26","null",
"1400000US17031611500","Census Tract 6115, Cook County, Illinois","854","null","158","null","0","null","11","null","3","5","null","null","93","62","null","null","60","47","null","null","68","45","null","null","10","10","null","null","186","81","null","null","60","null","60","null","69","58","null","null","121","null","67","null","176","null","129","null","8","null","10","null",
"1400000US17031611600","Census Tract 6116, Cook County, Illinois","341","null","145","null","0","null","11","null","4","13","null","null","12","19","null","null","12","17","null","null","54","50","null","null","0","11","null","null","122","76","null","null","0","null","11","null","5","7","null","null","67","null","47","null","42","null","36","null","23","null","23","null",
"1400000US17031611700","Census Tract 6117, Cook County, Illinois","312","null","96","null","0","null","11","null","11","17","null","null","23","30","null","null","4","6","null","null","8","15","null","null","25","30","null","null","73","57","null","null","50","null","34","null","0","11","null","null","82","null","45","null","30","null","33","null","6","null","9","null",
"1400000US17031611800","Census Tract 6118, Cook County, Illinois","675","null","155","null","0","null","11","null","13","20","null","null","17","20","null","null","54","55","null","null","149","76","null","null","20","32","null","null","159","73","null","null","41","null","45","null","52","58","null","null","60","null","39","null","99","null","74","null","11","null","13","null",
"1400000US17031611900","Census Tract 6119, Cook County, Illinois","478","null","108","null","0","null","11","null","11","13","null","null","31","31","null","null","32","22","null","null","46","35","null","null","9","14","null","null","164","96","null","null","20","null","22","null","13","14","null","null","49","null","31","null","99","null","47","null","4","null","6","null",
"1400000US17031612000","Census Tract 6120, Cook County, Illinois","446","null","146","null","0","null","11","null","23","31","null","null","53","42","null","null","45","33","null","null","16","19","null","null","29","36","null","null","57","43","null","null","0","null","11","null","35","34","null","null","76","null","49","null","69","null","45","null","43","null","35","null",
"1400000US17031612100","Census Tract 6121, Cook County, Illinois","252","null","95","null","14","null","19","null","0","11","null","null","23","28","null","null","46","40","null","null","59","46","null","null","0","11","null","null","9","14","null","null","0","null","11","null","12","18","null","null","43","null","31","null","42","null","24","null","4","null","6","null",
"1400000US17031620100","Census Tract 6201, Cook County, Illinois","1903","null","264","null","0","null","11","null","102","65","null","null","94","71","null","null","147","75","null","null","308","119","null","null","103","91","null","null","524","145","null","null","45","null","72","null","136","68","null","null","242","null","111","null","147","null","60","null","55","null","50","null",
"1400000US17031620200","Census Tract 6202, Cook County, Illinois","1015","null","227","null","5","null","12","null","34","25","null","null","120","69","null","null","54","41","null","null","94","57","null","null","115","82","null","null","172","84","null","null","80","null","43","null","10","12","null","null","153","null","69","null","148","null","88","null","30","null","35","null",
"1400000US17031620300","Census Tract 6203, Cook County, Illinois","2956","null","355","null","12","null","17","null","145","69","null","null","265","103","null","null","304","128","null","null","499","163","null","null","84","58","null","null","723","215","null","null","109","null","89","null","156","108","null","null","348","null","164","null","281","null","132","null","30","null","39","null",
"1400000US17031620400","Census Tract 6204, Cook County, Illinois","1862","null","267","null","0","null","15","null","74","71","null","null","201","109","null","null","202","133","null","null","273","114","null","null","102","64","null","null","180","110","null","null","149","null","98","null","132","64","null","null","340","null","100","null","139","null","93","null","70","null","59","null",
"1400000US17031630100","Census Tract 6301, Cook County, Illinois","476","null","132","null","0","null","11","null","0","11","null","null","26","29","null","null","30","20","null","null","51","34","null","null","22","20","null","null","110","73","null","null","13","null","16","null","133","111","null","null","35","null","26","null","25","null","23","null","31","null","26","null",
"1400000US17031630200","Census Tract 6302, Cook County, Illinois","857","null","181","null","0","null","11","null","20","28","null","null","38","34","null","null","28","21","null","null","122","69","null","null","53","36","null","null","171","79","null","null","9","null","13","null","50","33","null","null","214","null","86","null","65","null","51","null","87","null","110","null",
"1400000US17031630300","Census Tract 6303, Cook County, Illinois","1919","null","311","null","0","null","15","null","85","56","null","null","81","68","null","null","100","61","null","null","280","136","null","null","139","85","null","null","455","142","null","null","91","null","63","null","102","65","null","null","380","null","129","null","173","null","111","null","33","null","53","null",
"1400000US17031630400","Census Tract 6304, Cook County, Illinois","2468","null","363","null","0","null","15","null","60","51","null","null","143","82","null","null","267","145","null","null","282","107","null","null","15","18","null","null","549","172","null","null","58","null","50","null","208","93","null","null","286","null","102","null","520","null","198","null","80","null","63","null",
"1400000US17031630500","Census Tract 6305, Cook County, Illinois","2820","null","427","null","0","null","15","null","64","62","null","null","300","127","null","null","164","95","null","null","249","99","null","null","102","64","null","null","670","230","null","null","73","null","53","null","164","74","null","null","479","null","170","null","430","null","185","null","125","null","77","null",
"1400000US17031630800","Census Tract 6308, Cook County, Illinois","2759","null","459","null","15","null","18","null","62","62","null","null","237","119","null","null","150","123","null","null","465","150","null","null","178","102","null","null","497","176","null","null","80","null","58","null","186","84","null","null","472","null","237","null","393","null","210","null","24","null","28","null",
"1400000US17031630900","Census Tract 6309, Cook County, Illinois","2128","null","424","null","0","null","11","null","59","60","null","null","270","155","null","null","210","111","null","null","245","155","null","null","84","80","null","null","541","187","null","null","36","null","41","null","132","98","null","null","144","null","90","null","309","null","137","null","98","null","118","null",
"1400000US17031640100","Census Tract 6401, Cook County, Illinois","542","null","110","null","0","null","11","null","41","38","null","null","34","28","null","null","53","45","null","null","35","31","null","null","13","20","null","null","71","60","null","null","60","null","48","null","54","38","null","null","123","null","55","null","49","null","41","null","9","null","13","null",
"1400000US17031640300","Census Tract 6403, Cook County, Illinois","3479","null","439","null","60","null","73","null","120","79","null","null","199","114","null","null","136","76","null","null","646","252","null","null","301","196","null","null","534","188","null","null","125","null","76","null","319","160","null","null","435","null","173","null","604","null","326","null","0","null","15","null",
"1400000US17031640400","Census Tract 6404, Cook County, Illinois","1763","null","255","null","13","null","18","null","106","76","null","null","143","93","null","null","124","91","null","null","181","98","null","null","94","60","null","null","315","168","null","null","23","null","23","null","84","42","null","null","236","null","82","null","381","null","165","null","63","null","40","null",
"1400000US17031640500","Census Tract 6405, Cook County, Illinois","1410","null","175","null","0","null","11","null","10","17","null","null","90","63","null","null","146","55","null","null","166","81","null","null","137","79","null","null","298","112","null","null","36","null","32","null","57","36","null","null","223","null","98","null","187","null","75","null","60","null","41","null",
"1400000US17031640600","Census Tract 6406, Cook County, Illinois","2061","null","296","null","73","null","88","null","26","23","null","null","66","63","null","null","180","85","null","null","418","136","null","null","251","141","null","null","303","103","null","null","17","null","19","null","124","86","null","null","312","null","138","null","261","null","135","null","30","null","37","null",
"1400000US17031640700","Census Tract 6407, Cook County, Illinois","1415","null","166","null","25","null","34","null","42","36","null","null","186","88","null","null","97","50","null","null","133","68","null","null","20","25","null","null","336","115","null","null","47","null","32","null","105","60","null","null","182","null","73","null","201","null","84","null","41","null","48","null",
"1400000US17031640800","Census Tract 6408, Cook County, Illinois","802","null","146","null","8","null","13","null","30","30","null","null","78","43","null","null","36","27","null","null","43","29","null","null","19","18","null","null","140","47","null","null","46","null","50","null","35","28","null","null","164","null","70","null","143","null","88","null","60","null","36","null",
"1400000US17031650100","Census Tract 6501, Cook County, Illinois","2094","null","330","null","69","null","70","null","41","30","null","null","121","74","null","null","202","155","null","null","153","75","null","null","165","124","null","null","455","171","null","null","31","null","39","null","200","103","null","null","215","null","91","null","406","null","207","null","36","null","34","null",
"1400000US17031650200","Census Tract 6502, Cook County, Illinois","2864","null","388","null","29","null","39","null","107","88","null","null","111","91","null","null","131","87","null","null","432","190","null","null","222","127","null","null","622","201","null","null","172","null","100","null","355","213","null","null","294","null","114","null","353","null","229","null","36","null","44","null",
"1400000US17031650301","Census Tract 6503.01, Cook County, Illinois","2248","null","284","null","48","null","70","null","156","101","null","null","96","81","null","null","247","99","null","null","196","109","null","null","39","37","null","null","562","165","null","null","64","null","55","null","182","113","null","null","365","null","107","null","209","null","109","null","84","null","60","null",
"1400000US17031650302","Census Tract 6503.02, Cook County, Illinois","1700","null","301","null","11","null","16","null","53","46","null","null","26","40","null","null","83","53","null","null","200","108","null","null","138","69","null","null","278","136","null","null","71","null","72","null","218","122","null","null","171","null","98","null","372","null","162","null","79","null","66","null",
"1400000US17031650400","Census Tract 6504, Cook County, Illinois","2768","null","424","null","0","null","15","null","78","99","null","null","105","56","null","null","162","105","null","null","388","154","null","null","210","118","null","null","586","184","null","null","20","null","22","null","210","84","null","null","496","null","182","null","449","null","158","null","64","null","56","null",
"1400000US17031650500","Census Tract 6505, Cook County, Illinois","1764","null","219","null","8","null","12","null","9","16","null","null","103","58","null","null","110","60","null","null","219","100","null","null","98","76","null","null","434","133","null","null","61","null","55","null","122","53","null","null","202","null","82","null","373","null","169","null","25","null","22","null",
"1400000US17031660301","Census Tract 6603.01, Cook County, Illinois","494","null","130","null","0","null","11","null","38","37","null","null","74","67","null","null","18","23","null","null","51","45","null","null","0","11","null","null","100","52","null","null","21","null","24","null","16","25","null","null","62","null","58","null","110","null","65","null","4","null","8","null",
"1400000US17031660302","Census Tract 6603.02, Cook County, Illinois","1901","null","292","null","0","null","15","null","50","44","null","null","121","54","null","null","43","43","null","null","265","114","null","null","54","48","null","null","388","126","null","null","68","null","62","null","187","77","null","null","311","null","145","null","386","null","138","null","28","null","32","null",
"1400000US17031660400","Census Tract 6604, Cook County, Illinois","1919","null","297","null","6","null","10","null","21","24","null","null","117","89","null","null","106","86","null","null","113","56","null","null","62","44","null","null","382","141","null","null","156","null","89","null","182","88","null","null","335","null","164","null","370","null","131","null","69","null","67","null",
"1400000US17031660500","Census Tract 6605, Cook County, Illinois","1912","null","306","null","20","null","32","null","46","73","null","null","77","41","null","null","210","105","null","null","352","148","null","null","157","93","null","null","357","118","null","null","64","null","73","null","219","94","null","null","181","null","92","null","137","null","99","null","92","null","55","null",
"1400000US17031660600","Census Tract 6606, Cook County, Illinois","1938","null","301","null","14","null","26","null","36","32","null","null","52","44","null","null","96","59","null","null","294","167","null","null","69","61","null","null","356","128","null","null","117","null","84","null","163","108","null","null","265","null","132","null","349","null","134","null","127","null","92","null",
"1400000US17031660700","Census Tract 6607, Cook County, Illinois","711","null","160","null","18","null","24","null","37","34","null","null","36","52","null","null","48","43","null","null","153","63","null","null","62","45","null","null","83","44","null","null","14","null","16","null","23","28","null","null","89","null","60","null","96","null","59","null","52","null","39","null",
"1400000US17031660800","Census Tract 6608, Cook County, Illinois","2188","null","337","null","17","null","28","null","31","42","null","null","98","64","null","null","174","121","null","null","263","133","null","null","103","81","null","null","405","164","null","null","40","null","46","null","154","83","null","null","378","null","143","null","416","null","191","null","109","null","69","null",
"1400000US17031660900","Census Tract 6609, Cook County, Illinois","1362","null","240","null","25","null","37","null","35","35","null","null","82","63","null","null","60","54","null","null","170","82","null","null","89","71","null","null","219","96","null","null","59","null","56","null","93","55","null","null","247","null","94","null","178","null","80","null","105","null","63","null",
"1400000US17031661000","Census Tract 6610, Cook County, Illinois","1636","null","290","null","0","null","15","null","18","21","null","null","115","80","null","null","56","45","null","null","170","85","null","null","154","96","null","null","367","155","null","null","165","null","103","null","172","87","null","null","145","null","96","null","247","null","115","null","27","null","24","null",
"1400000US17031661100","Census Tract 6611, Cook County, Illinois","2364","null","289","null","36","null","38","null","44","27","null","null","139","76","null","null","159","77","null","null","282","120","null","null","115","58","null","null","672","175","null","null","112","null","55","null","184","100","null","null","200","null","83","null","329","null","139","null","92","null","57","null",
"1400000US17031670100","Census Tract 6701, Cook County, Illinois","361","null","150","null","0","null","11","null","0","11","null","null","3","5","null","null","31","40","null","null","0","11","null","null","12","20","null","null","115","66","null","null","27","null","28","null","0","11","null","null","35","null","26","null","74","null","52","null","64","null","45","null",
"1400000US17031670200","Census Tract 6702, Cook County, Illinois","239","null","82","null","0","null","11","null","11","16","null","null","19","18","null","null","18","19","null","null","3","5","null","null","8","14","null","null","92","42","null","null","20","null","32","null","0","11","null","null","37","null","23","null","24","null","27","null","7","null","12","null",
"1400000US17031670300","Census Tract 6703, Cook County, Illinois","412","null","146","null","0","null","11","null","0","11","null","null","10","13","null","null","23","25","null","null","18","29","null","null","10","13","null","null","113","78","null","null","11","null","14","null","10","12","null","null","116","null","64","null","62","null","40","null","39","null","43","null",
"1400000US17031670400","Census Tract 6704, Cook County, Illinois","541","null","138","null","0","null","11","null","38","37","null","null","42","31","null","null","14","14","null","null","81","43","null","null","30","33","null","null","176","83","null","null","18","null","17","null","40","27","null","null","24","null","19","null","54","null","46","null","24","null","33","null",
"1400000US17031670500","Census Tract 6705, Cook County, Illinois","275","null","75","null","15","null","21","null","0","11","null","null","16","18","null","null","6","10","null","null","44","28","null","null","35","29","null","null","44","33","null","null","0","null","11","null","0","11","null","null","51","null","24","null","26","null","27","null","38","null","32","null",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","420","null","122","null","0","null","11","null","11","17","null","null","18","28","null","null","85","57","null","null","25","25","null","null","0","11","null","null","66","49","null","null","0","null","11","null","33","41","null","null","73","null","43","null","74","null","56","null","35","null","34","null",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","347","null","119","null","0","null","11","null","18","27","null","null","27","30","null","null","48","41","null","null","23","31","null","null","5","7","null","null","114","60","null","null","30","null","29","null","0","11","null","null","15","null","12","null","57","null","63","null","10","null","11","null",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","328","null","103","null","5","null","9","null","16","18","null","null","11","17","null","null","24","22","null","null","11","16","null","null","10","15","null","null","57","41","null","null","45","null","42","null","17","24","null","null","23","null","22","null","67","null","36","null","42","null","42","null",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","398","null","148","null","17","null","23","null","0","11","null","null","0","11","null","null","47","52","null","null","7","12","null","null","25","40","null","null","40","32","null","null","41","null","33","null","11","17","null","null","71","null","59","null","46","null","32","null","93","null","70","null",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","230","null","86","null","0","null","11","null","13","20","null","null","0","11","null","null","21","24","null","null","4","6","null","null","4","6","null","null","81","59","null","null","17","null","22","null","11","17","null","null","43","null","35","null","28","null","24","null","8","null","12","null",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","224","null","93","null","14","null","19","null","0","11","null","null","19","26","null","null","35","50","null","null","1","4","null","null","10","14","null","null","74","43","null","null","15","null","20","null","0","11","null","null","32","null","32","null","22","null","27","null","2","null","6","null",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","699","null","157","null","5","null","9","null","11","16","null","null","9","14","null","null","15","16","null","null","54","40","null","null","6","9","null","null","145","64","null","null","26","null","32","null","44","38","null","null","62","null","45","null","276","null","143","null","46","null","38","null",
"1400000US17031671400","Census Tract 6714, Cook County, Illinois","528","null","144","null","0","null","11","null","5","8","null","null","20","23","null","null","11","19","null","null","48","37","null","null","4","6","null","null","125","56","null","null","27","null","24","null","26","22","null","null","128","null","81","null","73","null","54","null","61","null","45","null",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","662","null","113","null","26","null","25","null","52","35","null","null","21","22","null","null","47","41","null","null","72","56","null","null","29","36","null","null","181","78","null","null","14","null","21","null","0","11","null","null","90","null","49","null","90","null","41","null","40","null","30","null",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","444","null","134","null","0","null","11","null","18","22","null","null","0","11","null","null","54","36","null","null","42","35","null","null","0","11","null","null","140","75","null","null","20","null","24","null","39","38","null","null","68","null","72","null","41","null","55","null","22","null","20","null",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","274","null","86","null","2","null","9","null","0","11","null","null","14","22","null","null","29","29","null","null","18","18","null","null","15","27","null","null","31","34","null","null","9","null","14","null","7","13","null","null","51","null","39","null","62","null","41","null","36","null","32","null",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","400","null","115","null","0","null","11","null","0","11","null","null","17","26","null","null","15","18","null","null","60","55","null","null","4","6","null","null","45","34","null","null","9","null","14","null","25","30","null","null","131","null","51","null","71","null","35","null","23","null","23","null",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","1095","null","301","null","0","null","11","null","57","88","null","null","40","35","null","null","72","62","null","null","144","130","null","null","29","24","null","null","265","120","null","null","6","null","11","null","24","34","null","null","130","null","72","null","261","null","174","null","67","null","66","null",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","295","null","84","null","0","null","11","null","30","47","null","null","0","11","null","null","0","11","null","null","72","49","null","null","12","18","null","null","67","37","null","null","0","null","11","null","32","42","null","null","25","null","27","null","38","null","48","null","19","null","24","null",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","360","null","106","null","0","null","11","null","0","11","null","null","33","36","null","null","6","9","null","null","30","30","null","null","18","15","null","null","82","47","null","null","0","null","11","null","0","11","null","null","59","null","45","null","66","null","37","null","66","null","62","null",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","786","null","210","null","0","null","11","null","8","12","null","null","38","30","null","null","33","35","null","null","126","68","null","null","29","35","null","null","79","60","null","null","10","null","16","null","145","105","null","null","158","null","126","null","74","null","56","null","86","null","55","null",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","562","null","130","null","25","null","27","null","27","32","null","null","28","33","null","null","18","29","null","null","72","50","null","null","35","31","null","null","86","52","null","null","0","null","11","null","40","34","null","null","91","null","64","null","108","null","60","null","32","null","37","null",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","808","null","215","null","0","null","11","null","17","27","null","null","19","24","null","null","24","37","null","null","75","48","null","null","13","22","null","null","215","102","null","null","74","null","58","null","102","68","null","null","106","null","67","null","86","null","60","null","77","null","55","null",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","558","null","137","null","0","null","11","null","6","11","null","null","38","28","null","null","18","24","null","null","75","64","null","null","43","48","null","null","107","56","null","null","34","null","36","null","25","23","null","null","75","null","46","null","48","null","39","null","89","null","45","null",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","524","null","152","null","0","null","11","null","0","11","null","null","124","103","null","null","25","25","null","null","57","51","null","null","21","33","null","null","21","18","null","null","0","null","11","null","6","10","null","null","104","null","61","null","135","null","72","null","31","null","25","null",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","768","null","196","null","0","null","11","null","0","11","null","null","0","11","null","null","104","81","null","null","99","72","null","null","78","55","null","null","169","106","null","null","48","null","61","null","45","48","null","null","81","null","65","null","123","null","66","null","21","null","34","null",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","569","null","136","null","0","null","11","null","7","12","null","null","24","26","null","null","75","46","null","null","152","87","null","null","30","25","null","null","19","23","null","null","4","null","6","null","73","77","null","null","107","null","62","null","36","null","28","null","42","null","36","null",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","993","null","241","null","27","null","27","null","0","11","null","null","57","52","null","null","128","70","null","null","41","35","null","null","43","41","null","null","251","107","null","null","138","null","74","null","68","53","null","null","33","null","33","null","151","null","100","null","56","null","40","null",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","368","null","126","null","13","null","23","null","38","55","null","null","0","11","null","null","8","12","null","null","20","24","null","null","5","9","null","null","73","75","null","null","20","null","19","null","0","11","null","null","66","null","35","null","84","null","47","null","41","null","33","null",
