"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002EA","B08301_002M","B08301_002MA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031812600","Census Tract 8126, Cook County, Illinois","1769","176","null","null","1153","null","176","null","1049","161","null","null","104","64","null","null","96","63","null","null","8","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","397","121","null","null","111","78","null","null","276","82","null","null","10","null","14","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","18","21","null","null","39","31","null","null","0","12","null","null","162","null","70","null",
"1400000US17031812700","Census Tract 8127, Cook County, Illinois","1764","276","null","null","1173","null","230","null","1080","212","null","null","93","76","null","null","87","77","null","null","6","null","10","null","0","12","null","null","0","12","null","null","0","12","null","null","308","85","null","null","94","71","null","null","205","75","null","null","9","null","15","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","20","24","null","null","78","57","null","null","0","12","null","null","185","null","90","null",
"1400000US17031812801","Census Tract 8128.01, Cook County, Illinois","1614","229","null","null","777","null","184","null","759","188","null","null","18","22","null","null","18","22","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","552","159","null","null","32","30","null","null","374","127","null","null","146","null","64","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","6","9","null","null","122","53","null","null","32","39","null","null","125","null","97","null",
"1400000US17031812802","Census Tract 8128.02, Cook County, Illinois","1515","222","null","null","828","null","171","null","754","174","null","null","74","57","null","null","74","57","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","388","108","null","null","56","55","null","null","309","100","null","null","23","null","26","null","0","12","null","null","0","12","null","null","12","18","null","null","0","null","12","null","10","16","null","null","99","70","null","null","0","12","null","null","178","null","87","null",
"1400000US17031812900","Census Tract 8129, Cook County, Illinois","2369","294","null","null","1430","null","280","null","1270","282","null","null","160","79","null","null","151","75","null","null","9","null","14","null","0","12","null","null","0","12","null","null","0","12","null","null","563","121","null","null","38","30","null","null","518","114","null","null","7","null","10","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","47","38","null","null","105","57","null","null","26","27","null","null","198","null","90","null",
"1400000US17031813000","Census Tract 8130, Cook County, Illinois","2248","393","null","null","1354","null","280","null","1228","287","null","null","126","68","null","null","116","66","null","null","10","null","16","null","0","12","null","null","0","12","null","null","0","12","null","null","358","101","null","null","13","15","null","null","345","100","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","34","34","null","null","279","276","null","null","41","57","null","null","182","null","73","null",
"1400000US17031813100","Census Tract 8131, Cook County, Illinois","2397","246","null","null","1701","null","231","null","1482","243","null","null","219","105","null","null","196","95","null","null","23","null","30","null","0","12","null","null","0","12","null","null","0","12","null","null","473","126","null","null","43","44","null","null","430","119","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","22","25","null","null","7","11","null","null","10","16","null","null","184","null","81","null",
"1400000US17031813200","Census Tract 8132, Cook County, Illinois","2254","349","null","null","1176","null","315","null","921","159","null","null","255","269","null","null","247","269","null","null","0","null","12","null","8","12","null","null","0","12","null","null","0","12","null","null","688","163","null","null","100","60","null","null","564","155","null","null","24","null","29","null","0","12","null","null","0","12","null","null","23","24","null","null","0","null","12","null","39","29","null","null","30","25","null","null","18","20","null","null","280","null","104","null",
"1400000US17031813301","Census Tract 8133.01, Cook County, Illinois","1398","310","null","null","1233","null","303","null","944","268","null","null","289","132","null","null","215","112","null","null","12","null","18","null","0","12","null","null","38","46","null","null","24","17","null","null","159","85","null","null","80","60","null","null","55","54","null","null","24","null","28","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","6","9","null","null","0","12","null","null","0","null","12","null",
"1400000US17031813302","Census Tract 8133.02, Cook County, Illinois","1226","195","null","null","970","null","172","null","656","124","null","null","314","140","null","null","156","91","null","null","97","null","86","null","12","20","null","null","40","65","null","null","9","15","null","null","146","73","null","null","57","46","null","null","73","47","null","null","16","null","22","null","0","12","null","null","0","12","null","null","28","22","null","null","0","null","12","null","0","12","null","null","32","40","null","null","0","12","null","null","50","null","53","null",
"1400000US17031813400","Census Tract 8134, Cook County, Illinois","3165","564","null","null","2825","null","550","null","2307","419","null","null","518","314","null","null","211","117","null","null","197","null","256","null","0","17","null","null","110","159","null","null","0","17","null","null","215","105","null","null","8","16","null","null","181","102","null","null","0","null","17","null","26","41","null","null","0","17","null","null","0","17","null","null","0","null","17","null","5","12","null","null","89","92","null","null","20","22","null","null","11","null","18","null",
"1400000US17031813500","Census Tract 8135, Cook County, Illinois","3306","510","null","null","2971","null","517","null","2492","473","null","null","479","240","null","null","458","236","null","null","21","null","27","null","0","17","null","null","0","17","null","null","0","17","null","null","186","92","null","null","0","17","null","null","176","92","null","null","10","null","15","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","59","54","null","null","0","17","null","null","90","null","69","null",
"1400000US17031813600","Census Tract 8136, Cook County, Illinois","2748","710","null","null","2575","null","697","null","1961","497","null","null","614","255","null","null","453","147","null","null","135","null","203","null","0","17","null","null","26","42","null","null","0","17","null","null","66","42","null","null","56","47","null","null","10","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","20","32","null","null","0","null","17","null","0","17","null","null","54","46","null","null","33","32","null","null","0","null","17","null",
"1400000US17031813701","Census Tract 8137.01, Cook County, Illinois","1655","296","null","null","1290","null","288","null","1147","270","null","null","143","100","null","null","104","80","null","null","20","null","32","null","0","12","null","null","19","29","null","null","0","12","null","null","229","121","null","null","146","105","null","null","83","74","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","28","37","null","null","36","34","null","null","44","41","null","null","28","null","34","null",
"1400000US17031813702","Census Tract 8137.02, Cook County, Illinois","2409","581","null","null","1856","null","475","null","1525","410","null","null","331","156","null","null","222","119","null","null","21","null","33","null","0","12","null","null","88","113","null","null","0","12","null","null","430","222","null","null","193","177","null","null","129","81","null","null","108","null","97","null","0","12","null","null","0","12","null","null","17","30","null","null","0","null","12","null","0","12","null","null","54","51","null","null","26","43","null","null","26","null","42","null",
"1400000US17031813801","Census Tract 8138.01, Cook County, Illinois","1404","312","null","null","1012","null","194","null","953","188","null","null","59","48","null","null","59","48","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","214","109","null","null","147","73","null","null","60","77","null","null","7","null","11","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","130","146","null","null","14","20","null","null","34","null","39","null",
"1400000US17031813802","Census Tract 8138.02, Cook County, Illinois","1933","314","null","null","1473","null","268","null","1150","209","null","null","323","173","null","null","142","94","null","null","76","null","81","null","24","40","null","null","38","60","null","null","43","52","null","null","289","144","null","null","86","66","null","null","147","100","null","null","29","null","43","null","27","43","null","null","0","12","null","null","18","28","null","null","0","null","12","null","0","12","null","null","126","87","null","null","27","42","null","null","0","null","12","null",
"1400000US17031813900","Census Tract 8139, Cook County, Illinois","2917","489","null","null","2405","null","432","null","1886","386","null","null","519","197","null","null","387","157","null","null","23","null","28","null","42","51","null","null","0","17","null","null","67","71","null","null","329","176","null","null","214","160","null","null","115","86","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","43","60","null","null","94","77","null","null","0","17","null","null","46","null","51","null",
"1400000US17031814000","Census Tract 8140, Cook County, Illinois","2077","377","null","null","1807","null","360","null","1523","311","null","null","284","151","null","null","205","143","null","null","49","null","54","null","30","34","null","null","0","12","null","null","0","12","null","null","139","77","null","null","84","62","null","null","38","43","null","null","17","null","27","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","12","null","null","82","65","null","null","20","33","null","null","21","null","24","null",
"1400000US17031814100","Census Tract 8141, Cook County, Illinois","2029","394","null","null","1631","null","357","null","1372","350","null","null","259","131","null","null","238","127","null","null","21","null","34","null","0","12","null","null","0","12","null","null","0","12","null","null","357","161","null","null","194","112","null","null","101","97","null","null","62","null","67","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","41","30","null","null","0","12","null","null","0","null","12","null",
"1400000US17031814200","Census Tract 8142, Cook County, Illinois","3615","670","null","null","3103","null","514","null","2687","451","null","null","416","197","null","null","213","116","null","null","175","null","138","null","28","32","null","null","0","17","null","null","0","17","null","null","224","107","null","null","111","88","null","null","22","36","null","null","91","null","59","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","112","76","null","null","11","20","null","null","165","null","240","null",
"1400000US17031814300","Census Tract 8143, Cook County, Illinois","2006","337","null","null","1834","null","299","null","1621","312","null","null","213","87","null","null","164","73","null","null","26","null","32","null","0","12","null","null","0","12","null","null","23","31","null","null","52","44","null","null","0","12","null","null","52","44","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","12","19","null","null","76","67","null","null","23","34","null","null","9","null","15","null",
"1400000US17031814400","Census Tract 8144, Cook County, Illinois","3190","578","null","null","2905","null","588","null","2436","570","null","null","469","178","null","null","289","136","null","null","130","null","109","null","50","51","null","null","0","17","null","null","0","17","null","null","195","132","null","null","112","113","null","null","61","59","null","null","22","null","37","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","16","25","null","null","14","24","null","null","60","null","72","null",
"1400000US17031814500","Census Tract 8145, Cook County, Illinois","2484","366","null","null","2321","null","367","null","1772","350","null","null","549","199","null","null","240","158","null","null","171","null","112","null","113","100","null","null","0","17","null","null","25","39","null","null","70","63","null","null","0","17","null","null","70","63","null","null","0","null","17","null","0","17","null","null","0","17","null","null","48","75","null","null","0","null","17","null","5","9","null","null","0","17","null","null","23","36","null","null","17","null","18","null",
"1400000US17031814600","Census Tract 8146, Cook County, Illinois","2829","532","null","null","2262","null","501","null","1918","497","null","null","344","156","null","null","296","145","null","null","17","null","26","null","23","20","null","null","0","17","null","null","8","12","null","null","378","173","null","null","0","17","null","null","341","168","null","null","37","null","43","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","67","63","null","null","64","57","null","null","38","43","null","null","20","null","18","null",
"1400000US17031814700","Census Tract 8147, Cook County, Illinois","2369","376","null","null","2006","null","326","null","1589","255","null","null","417","151","null","null","391","146","null","null","18","null","31","null","8","13","null","null","0","12","null","null","0","12","null","null","252","126","null","null","46","53","null","null","75","42","null","null","131","null","104","null","0","12","null","null","0","12","null","null","22","31","null","null","0","null","12","null","0","12","null","null","78","60","null","null","0","12","null","null","11","null","18","null",
"1400000US17031814800","Census Tract 8148, Cook County, Illinois","2791","581","null","null","2375","null","568","null","2073","551","null","null","302","154","null","null","213","118","null","null","89","null","95","null","0","17","null","null","0","17","null","null","0","17","null","null","245","160","null","null","78","88","null","null","135","127","null","null","16","null","25","null","16","27","null","null","0","17","null","null","43","40","null","null","0","null","17","null","0","17","null","null","72","66","null","null","0","17","null","null","56","null","59","null",
"1400000US17031814900","Census Tract 8149, Cook County, Illinois","3234","726","null","null","2560","null","622","null","2393","593","null","null","167","136","null","null","167","136","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","347","171","null","null","202","123","null","null","145","116","null","null","0","null","17","null","0","17","null","null","0","17","null","null","61","72","null","null","0","null","17","null","0","17","null","null","191","123","null","null","0","17","null","null","75","null","66","null",
"1400000US17031815000","Census Tract 8150, Cook County, Illinois","1833","301","null","null","1366","null","271","null","1084","243","null","null","282","176","null","null","149","108","null","null","117","null","101","null","16","36","null","null","0","12","null","null","0","12","null","null","284","144","null","null","207","132","null","null","77","72","null","null","0","null","12","null","0","12","null","null","0","12","null","null","22","34","null","null","0","null","12","null","0","12","null","null","31","22","null","null","76","64","null","null","54","null","42","null",
"1400000US17031815100","Census Tract 8151, Cook County, Illinois","2154","299","null","null","1933","null","321","null","1533","297","null","null","400","120","null","null","299","111","null","null","76","null","56","null","25","45","null","null","0","12","null","null","0","12","null","null","180","87","null","null","144","84","null","null","36","28","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","35","36","null","null","6","9","null","null","0","null","12","null",
"1400000US17031815200","Census Tract 8152, Cook County, Illinois","3629","598","null","null","3071","null","527","null","2722","541","null","null","349","209","null","null","193","156","null","null","21","null","34","null","109","132","null","null","0","17","null","null","26","35","null","null","305","192","null","null","189","136","null","null","85","88","null","null","31","null","45","null","0","17","null","null","0","17","null","null","20","33","null","null","0","null","17","null","15","26","null","null","81","124","null","null","98","88","null","null","39","null","35","null",
"1400000US17031815300","Census Tract 8153, Cook County, Illinois","1562","244","null","null","1215","null","220","null","1010","200","null","null","205","119","null","null","183","118","null","null","0","null","12","null","0","12","null","null","9","15","null","null","13","20","null","null","237","116","null","null","24","38","null","null","61","48","null","null","152","null","101","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","12","19","null","null","52","39","null","null","0","12","null","null","46","null","31","null",
"1400000US17031815400","Census Tract 8154, Cook County, Illinois","2410","459","null","null","1717","null","378","null","1666","369","null","null","51","46","null","null","37","40","null","null","0","null","12","null","0","12","null","null","0","12","null","null","14","23","null","null","360","142","null","null","140","99","null","null","107","85","null","null","113","null","59","null","0","12","null","null","0","12","null","null","135","117","null","null","0","null","12","null","0","12","null","null","74","73","null","null","0","12","null","null","124","null","103","null",
"1400000US17031815500","Census Tract 8155, Cook County, Illinois","3624","498","null","null","2964","null","395","null","2560","339","null","null","404","180","null","null","355","188","null","null","27","null","28","null","13","33","null","null","9","15","null","null","0","17","null","null","286","151","null","null","117","93","null","null","51","44","null","null","118","null","92","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","78","65","null","null","27","44","null","null","269","null","262","null",
"1400000US17031815600","Census Tract 8156, Cook County, Illinois","2128","241","null","null","1902","null","222","null","1672","278","null","null","230","173","null","null","171","167","null","null","59","null","61","null","0","12","null","null","0","12","null","null","0","12","null","null","74","63","null","null","17","25","null","null","32","41","null","null","25","null","39","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","14","27","null","null","0","12","null","null","0","12","null","null","138","null","85","null",
"1400000US17031815701","Census Tract 8157.01, Cook County, Illinois","1730","271","null","null","1200","null","214","null","1091","202","null","null","109","74","null","null","99","73","null","null","10","null","15","null","0","12","null","null","0","12","null","null","0","12","null","null","256","83","null","null","0","12","null","null","62","39","null","null","194","null","80","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","13","20","null","null","1","4","null","null","13","17","null","null","247","null","159","null",
"1400000US17031815702","Census Tract 8157.02, Cook County, Illinois","2581","301","null","null","1815","null","252","null","1795","256","null","null","20","33","null","null","20","33","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","522","184","null","null","0","17","null","null","139","129","null","null","383","null","148","null","0","17","null","null","0","17","null","null","20","32","null","null","0","null","17","null","12","21","null","null","21","27","null","null","33","48","null","null","158","null","101","null",
"1400000US17031815800","Census Tract 8158, Cook County, Illinois","727","144","null","null","476","null","113","null","386","109","null","null","90","58","null","null","80","57","null","null","10","null","15","null","0","12","null","null","0","12","null","null","0","12","null","null","78","41","null","null","8","12","null","null","3","5","null","null","67","null","39","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","6","9","null","null","48","39","null","null","0","12","null","null","119","null","59","null",
"1400000US17031815900","Census Tract 8159, Cook County, Illinois","3421","450","null","null","2026","null","352","null","1660","268","null","null","366","193","null","null","317","190","null","null","31","null","48","null","0","17","null","null","0","17","null","null","18","26","null","null","665","251","null","null","33","51","null","null","391","153","null","null","241","null","204","null","0","17","null","null","0","17","null","null","37","44","null","null","0","null","17","null","0","17","null","null","190","143","null","null","73","115","null","null","430","null","274","null",
"1400000US17031816000","Census Tract 8160, Cook County, Illinois","2069","315","null","null","1329","null","223","null","1214","215","null","null","115","63","null","null","108","62","null","null","6","null","10","null","0","12","null","null","1","5","null","null","0","12","null","null","374","107","null","null","37","32","null","null","317","102","null","null","20","null","19","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","9","14","null","null","60","48","null","null","0","12","null","null","297","null","212","null",
"1400000US17031816100","Census Tract 8161, Cook County, Illinois","2779","370","null","null","1844","null","296","null","1638","297","null","null","206","95","null","null","172","105","null","null","34","null","29","null","0","17","null","null","0","17","null","null","0","17","null","null","513","205","null","null","108","81","null","null","371","189","null","null","34","null","46","null","0","17","null","null","0","17","null","null","14","22","null","null","0","null","17","null","5","11","null","null","138","105","null","null","62","70","null","null","203","null","146","null",
"1400000US17031816200","Census Tract 8162, Cook County, Illinois","1959","343","null","null","1859","null","337","null","1643","324","null","null","216","115","null","null","155","94","null","null","61","null","54","null","0","12","null","null","0","12","null","null","0","12","null","null","51","55","null","null","51","55","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","4","13","null","null","0","12","null","null","45","null","37","null",
"1400000US17031816300","Census Tract 8163, Cook County, Illinois","2284","321","null","null","2137","null","315","null","1784","306","null","null","353","127","null","null","309","118","null","null","0","null","12","null","44","38","null","null","0","12","null","null","0","12","null","null","95","55","null","null","62","49","null","null","0","12","null","null","33","null","39","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","15","null","null","37","34","null","null","0","12","null","null","0","null","12","null",
"1400000US17031816401","Census Tract 8164.01, Cook County, Illinois","2374","324","null","null","2088","null","345","null","1438","320","null","null","650","263","null","null","453","216","null","null","84","null","55","null","92","69","null","null","21","31","null","null","0","12","null","null","89","85","null","null","62","85","null","null","27","32","null","null","0","null","12","null","0","12","null","null","0","12","null","null","17","28","null","null","0","null","12","null","0","12","null","null","90","86","null","null","77","59","null","null","13","null","21","null",
"1400000US17031816402","Census Tract 8164.02, Cook County, Illinois","2188","390","null","null","1947","null","349","null","1697","345","null","null","250","131","null","null","188","112","null","null","62","null","80","null","0","12","null","null","0","12","null","null","0","12","null","null","114","79","null","null","67","59","null","null","29","38","null","null","18","null","30","null","0","12","null","null","0","12","null","null","22","34","null","null","0","null","12","null","4","6","null","null","43","46","null","null","55","59","null","null","3","null","5","null",
"1400000US17031816500","Census Tract 8165, Cook County, Illinois","1648","330","null","null","1472","null","310","null","1317","283","null","null","155","81","null","null","116","74","null","null","0","null","12","null","20","29","null","null","19","21","null","null","0","12","null","null","38","43","null","null","38","43","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","92","87","null","null","16","25","null","null","30","null","41","null",
"1400000US17031816600","Census Tract 8166, Cook County, Illinois","2144","235","null","null","1955","null","218","null","1723","225","null","null","232","161","null","null","193","129","null","null","29","null","43","null","10","16","null","null","0","12","null","null","0","12","null","null","44","59","null","null","0","12","null","null","0","12","null","null","44","null","59","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","78","65","null","null","13","21","null","null","54","null","46","null",
"1400000US17031816700","Census Tract 8167, Cook County, Illinois","1244","195","null","null","1173","null","194","null","1030","143","null","null","143","128","null","null","136","127","null","null","2","null","4","null","5","7","null","null","0","12","null","null","0","12","null","null","11","19","null","null","0","12","null","null","8","18","null","null","3","null","5","null","0","12","null","null","0","12","null","null","13","20","null","null","0","null","12","null","0","12","null","null","28","28","null","null","1","13","null","null","18","null","21","null",
"1400000US17031816800","Census Tract 8168, Cook County, Illinois","2471","223","null","null","2212","null","229","null","1999","206","null","null","213","129","null","null","107","69","null","null","94","null","99","null","12","20","null","null","0","17","null","null","0","17","null","null","45","36","null","null","1","2","null","null","5","11","null","null","39","null","35","null","0","17","null","null","0","17","null","null","14","21","null","null","0","null","17","null","0","17","null","null","13","20","null","null","69","73","null","null","118","null","114","null",
"1400000US17031816900","Census Tract 8169, Cook County, Illinois","3140","609","null","null","2718","null","591","null","2553","610","null","null","165","100","null","null","104","68","null","null","51","null","78","null","0","17","null","null","10","15","null","null","0","17","null","null","215","96","null","null","164","85","null","null","14","18","null","null","37","null","35","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","45","54","null","null","41","61","null","null","121","null","106","null",
"1400000US17031817000","Census Tract 8170, Cook County, Illinois","2277","345","null","null","1966","null","326","null","1677","326","null","null","289","126","null","null","255","118","null","null","34","null","40","null","0","12","null","null","0","12","null","null","0","12","null","null","106","64","null","null","56","46","null","null","50","46","null","null","0","null","12","null","0","12","null","null","0","12","null","null","52","49","null","null","0","null","12","null","23","21","null","null","74","69","null","null","19","31","null","null","37","null","33","null",
"1400000US17031817101","Census Tract 8171.01, Cook County, Illinois","1993","369","null","null","1635","null","308","null","1516","278","null","null","119","79","null","null","119","79","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","231","135","null","null","122","92","null","null","109","85","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","53","63","null","null","74","62","null","null","0","null","12","null",
"1400000US17031817102","Census Tract 8171.02, Cook County, Illinois","1462","304","null","null","1320","null","276","null","1176","296","null","null","144","127","null","null","134","127","null","null","0","null","12","null","10","14","null","null","0","12","null","null","0","12","null","null","136","103","null","null","87","89","null","null","33","47","null","null","16","null","29","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","6","null","16","null",
"1400000US17031817200","Census Tract 8172, Cook County, Illinois","1867","385","null","null","1531","null","339","null","1379","334","null","null","152","95","null","null","112","89","null","null","40","null","61","null","0","12","null","null","0","12","null","null","0","12","null","null","173","116","null","null","124","86","null","null","0","12","null","null","49","null","80","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","68","110","null","null","9","14","null","null","86","null","78","null",
"1400000US17031817300","Census Tract 8173, Cook County, Illinois","1092","242","null","null","987","null","243","null","848","237","null","null","139","60","null","null","74","47","null","null","56","null","54","null","0","12","null","null","9","13","null","null","0","12","null","null","52","37","null","null","33","33","null","null","8","13","null","null","11","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","2","9","null","null","0","12","null","null","51","null","48","null",
"1400000US17031817400","Census Tract 8174, Cook County, Illinois","2293","349","null","null","2120","null","345","null","1654","326","null","null","466","301","null","null","260","125","null","null","0","null","12","null","2","5","null","null","204","303","null","null","0","12","null","null","93","59","null","null","15","24","null","null","0","12","null","null","78","null","54","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","37","42","null","null","23","67","null","null","20","null","26","null",
"1400000US17031817500","Census Tract 8175, Cook County, Illinois","1446","276","null","null","1220","null","248","null","1140","232","null","null","80","61","null","null","80","61","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","116","79","null","null","93","71","null","null","23","25","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","49","46","null","null","46","51","null","null","15","null","24","null",
"1400000US17031817600","Census Tract 8176, Cook County, Illinois","1596","282","null","null","1301","null","260","null","1148","228","null","null","153","132","null","null","128","113","null","null","23","null","40","null","0","12","null","null","0","12","null","null","2","4","null","null","160","84","null","null","48","38","null","null","98","69","null","null","14","null","22","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","16","26","null","null","28","34","null","null","33","51","null","null","58","null","55","null",
"1400000US17031817700","Census Tract 8177, Cook County, Illinois","2531","456","null","null","2311","null","455","null","2064","420","null","null","247","150","null","null","115","91","null","null","116","null","122","null","0","17","null","null","16","26","null","null","0","17","null","null","188","113","null","null","88","69","null","null","88","91","null","null","12","null","18","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","32","50","null","null","0","17","null","null","0","null","17","null",
"1400000US17031817900","Census Tract 8179, Cook County, Illinois","2611","375","null","null","2241","null","345","null","2213","348","null","null","28","64","null","null","28","64","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","225","107","null","null","17","29","null","null","198","100","null","null","10","null","22","null","0","17","null","null","0","17","null","null","18","29","null","null","0","null","17","null","0","17","null","null","14","27","null","null","98","140","null","null","15","null","23","null",
"1400000US17031818000","Census Tract 8180, Cook County, Illinois","1746","320","null","null","1435","null","314","null","1189","277","null","null","246","139","null","null","234","137","null","null","12","null","20","null","0","12","null","null","0","12","null","null","0","12","null","null","131","80","null","null","31","38","null","null","74","65","null","null","26","null","29","null","0","12","null","null","0","12","null","null","0","12","null","null","29","null","34","null","0","12","null","null","98","88","null","null","9","14","null","null","44","null","55","null",
"1400000US17031818100","Census Tract 8181, Cook County, Illinois","1247","180","null","null","1076","null","156","null","1008","151","null","null","68","41","null","null","57","40","null","null","11","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","94","47","null","null","28","35","null","null","15","13","null","null","51","null","29","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","6","8","null","null","0","12","null","null","71","null","58","null",
"1400000US17031818200","Census Tract 8182, Cook County, Illinois","2634","397","null","null","2323","null","369","null","2072","392","null","null","251","98","null","null","178","78","null","null","10","null","16","null","63","58","null","null","0","12","null","null","0","12","null","null","119","83","null","null","4","10","null","null","37","33","null","null","41","null","43","null","37","61","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","10","14","null","null","38","32","null","null","144","null","136","null",
"1400000US17031818300","Census Tract 8183, Cook County, Illinois","2776","366","null","null","2421","null","308","null","2310","308","null","null","111","59","null","null","111","59","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","93","72","null","null","0","17","null","null","86","70","null","null","7","null","12","null","0","17","null","null","0","17","null","null","11","18","null","null","0","null","17","null","0","17","null","null","59","76","null","null","12","14","null","null","180","null","131","null",
"1400000US17031818401","Census Tract 8184.01, Cook County, Illinois","1842","297","null","null","1486","null","246","null","1303","256","null","null","183","126","null","null","153","119","null","null","0","null","12","null","20","35","null","null","10","19","null","null","0","12","null","null","74","44","null","null","14","21","null","null","15","23","null","null","45","null","31","null","0","12","null","null","0","12","null","null","67","73","null","null","0","null","12","null","0","12","null","null","35","45","null","null","0","12","null","null","180","null","118","null",
"1400000US17031818402","Census Tract 8184.02, Cook County, Illinois","1532","181","null","null","1311","null","197","null","1273","203","null","null","38","47","null","null","38","47","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","94","85","null","null","0","12","null","null","61","81","null","null","33","null","28","null","0","12","null","null","0","12","null","null","5","8","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","122","null","60","null",
