"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020EA","B08301_020M","B08301_020MA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031824121","Census Tract 8241.21, Cook County, Illinois","1583","137","null","null","1452","148","null","null","1415","null","155","null","37","null","29","null","25","null","25","null","0","11","null","null","0","11","null","null","0","11","null","null","12","null","19","null","59","null","48","null","0","null","11","null","0","11","null","null","10","15","null","null","49","45","null","null","0","null","11","null","0","null","11","null","0","11","null","null","9","15","null","null","0","11","null","null","22","null","25","null","41","null","32","null",
"1400000US17031824122","Census Tract 8241.22, Cook County, Illinois","3147","292","null","null","2650","302","null","null","2451","null","304","null","199","null","119","null","129","null","105","null","15","25","null","null","0","15","null","null","55","59","null","null","0","null","15","null","308","null","118","null","0","null","15","null","0","15","null","null","0","15","null","null","308","118","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","57","null","39","null","132","null","85","null",
"1400000US17031824123","Census Tract 8241.23, Cook County, Illinois","4368","383","null","null","3822","396","null","null","3469","null","404","null","353","null","155","null","323","null","140","null","30","45","null","null","0","15","null","null","0","15","null","null","0","null","15","null","429","null","197","null","0","null","15","null","0","15","null","null","0","15","null","null","429","197","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","15","24","null","null","38","null","60","null","64","null","55","null",
"1400000US17031824300","Census Tract 8243, Cook County, Illinois","1454","265","null","null","1204","269","null","null","945","null","210","null","259","null","185","null","245","null","185","null","14","21","null","null","0","11","null","null","0","11","null","null","0","null","11","null","99","null","68","null","72","null","61","null","0","11","null","null","27","31","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","61","40","null","null","30","null","36","null","60","null","55","null",
"1400000US17031824400","Census Tract 8244, Cook County, Illinois","863","156","null","null","819","159","null","null","770","null","153","null","49","null","34","null","38","null","32","null","11","12","null","null","0","11","null","null","0","11","null","null","0","null","11","null","19","null","24","null","0","null","11","null","0","11","null","null","9","18","null","null","10","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","6","9","null","null","0","null","11","null","19","null","29","null",
"1400000US17031824503","Census Tract 8245.03, Cook County, Illinois","3223","312","null","null","2864","300","null","null","2706","null","281","null","158","null","112","null","158","null","112","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","208","null","107","null","0","null","15","null","0","15","null","null","27","41","null","null","181","108","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","64","76","null","null","12","null","20","null","75","null","59","null",
"1400000US17031824505","Census Tract 8245.05, Cook County, Illinois","3915","322","null","null","3236","283","null","null","3146","null","299","null","90","null","105","null","60","null","62","null","30","50","null","null","0","15","null","null","0","15","null","null","0","null","15","null","494","null","202","null","196","null","140","null","0","15","null","null","62","97","null","null","236","143","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","20","33","null","null","25","null","31","null","140","null","111","null",
"1400000US17031824506","Census Tract 8245.06, Cook County, Illinois","4082","342","null","null","3730","328","null","null","3539","null","353","null","191","null","116","null","166","null","105","null","0","15","null","null","0","15","null","null","0","15","null","null","25","null","39","null","256","null","98","null","7","null","17","null","0","15","null","null","64","37","null","null","185","106","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","96","null","87","null",
"1400000US17031824507","Census Tract 8245.07, Cook County, Illinois","1973","221","null","null","1758","218","null","null","1554","null","204","null","204","null","119","null","135","null","67","null","18","26","null","null","41","70","null","null","10","17","null","null","0","null","11","null","165","null","79","null","52","null","46","null","0","11","null","null","0","11","null","null","113","62","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","13","20","null","null","0","null","11","null","37","null","31","null",
"1400000US17031824601","Census Tract 8246.01, Cook County, Illinois","2637","288","null","null","2357","296","null","null","2304","null","285","null","53","null","44","null","29","null","34","null","0","11","null","null","0","11","null","null","24","26","null","null","0","null","11","null","164","null","86","null","0","null","11","null","0","11","null","null","48","46","null","null","116","70","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","28","null","26","null","88","null","66","null",
"1400000US17031824602","Census Tract 8246.02, Cook County, Illinois","3168","360","null","null","2977","368","null","null","2855","null","364","null","122","null","94","null","122","null","94","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","187","null","110","null","16","null","27","null","0","15","null","null","38","48","null","null","133","88","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","1","2","null","null","0","null","15","null","3","null","3","null",
"1400000US17031824701","Census Tract 8247.01, Cook County, Illinois","2001","229","null","null","1776","218","null","null","1625","null","208","null","151","null","74","null","127","null","63","null","0","11","null","null","24","35","null","null","0","11","null","null","0","null","11","null","166","null","62","null","8","null","14","null","0","11","null","null","14","23","null","null","144","62","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","9","14","null","null","0","null","11","null","50","null","49","null",
"1400000US17031824702","Census Tract 8247.02, Cook County, Illinois","2471","191","null","null","2078","206","null","null","1811","null","222","null","267","null","130","null","259","null","131","null","7","12","null","null","0","15","null","null","0","15","null","null","1","null","4","null","201","null","108","null","67","null","49","null","0","15","null","null","0","15","null","null","134","88","null","null","0","null","15","null","0","null","15","null","0","15","null","null","17","20","null","null","52","61","null","null","43","null","34","null","80","null","47","null",
"1400000US17031824800","Census Tract 8248, Cook County, Illinois","2479","475","null","null","2282","459","null","null","1686","null","388","null","596","null","225","null","355","null","174","null","111","98","null","null","130","155","null","null","0","15","null","null","0","null","15","null","113","null","87","null","77","null","84","null","0","15","null","null","17","28","null","null","19","33","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","25","41","null","null","49","null","78","null","10","null","27","null",
"1400000US17031824900","Census Tract 8249, Cook County, Illinois","939","231","null","null","759","197","null","null","718","null","197","null","41","null","31","null","24","null","19","null","0","11","null","null","17","25","null","null","0","11","null","null","0","null","11","null","81","null","61","null","0","null","11","null","0","11","null","null","65","58","null","null","16","17","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","23","34","null","null","0","null","11","null","76","null","58","null",
"1400000US17031825000","Census Tract 8250, Cook County, Illinois","2541","315","null","null","2191","307","null","null","2034","null","269","null","157","null","103","null","149","null","102","null","8","13","null","null","0","15","null","null","0","15","null","null","0","null","15","null","181","null","90","null","49","null","39","null","0","15","null","null","0","15","null","null","132","83","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","34","43","null","null","71","null","59","null","64","null","42","null",
"1400000US17031825200","Census Tract 8252, Cook County, Illinois","1002","127","null","null","941","115","null","null","855","null","110","null","86","null","46","null","64","null","38","null","15","16","null","null","7","11","null","null","0","11","null","null","0","null","11","null","49","null","33","null","12","null","17","null","0","11","null","null","11","18","null","null","26","20","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","12","null","19","null","0","null","11","null",
"1400000US17031825302","Census Tract 8253.02, Cook County, Illinois","2928","331","null","null","2574","339","null","null","2275","null","285","null","299","null","170","null","248","null","159","null","51","61","null","null","0","15","null","null","0","15","null","null","0","null","15","null","259","null","121","null","0","null","15","null","0","15","null","null","62","62","null","null","197","119","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","32","38","null","null","9","null","17","null","54","null","49","null",
"1400000US17031825303","Census Tract 8253.03, Cook County, Illinois","1995","243","null","null","1636","214","null","null","1545","null","252","null","91","null","82","null","42","null","34","null","49","71","null","null","0","11","null","null","0","11","null","null","0","null","11","null","219","null","121","null","35","null","52","null","0","11","null","null","13","22","null","null","171","105","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","41","37","null","null","15","null","24","null","84","null","57","null",
"1400000US17031825304","Census Tract 8253.04, Cook County, Illinois","2136","216","null","null","1782","221","null","null","1613","null","244","null","169","null","85","null","162","null","86","null","7","10","null","null","0","11","null","null","0","11","null","null","0","null","11","null","209","null","119","null","41","null","64","null","0","11","null","null","6","12","null","null","162","101","null","null","0","null","11","null","7","null","11","null","0","11","null","null","0","11","null","null","23","23","null","null","10","null","12","null","105","null","71","null",
"1400000US17031825400","Census Tract 8254, Cook County, Illinois","2825","331","null","null","2433","328","null","null","2334","null","320","null","99","null","75","null","85","null","71","null","14","22","null","null","0","15","null","null","0","15","null","null","0","null","15","null","142","null","80","null","74","null","64","null","0","15","null","null","0","15","null","null","68","49","null","null","0","null","15","null","0","null","15","null","9","15","null","null","0","15","null","null","140","200","null","null","0","null","15","null","101","null","83","null",
"1400000US17031825501","Census Tract 8255.01, Cook County, Illinois","2106","325","null","null","1738","295","null","null","1649","null","262","null","89","null","67","null","79","null","67","null","0","15","null","null","10","16","null","null","0","15","null","null","0","null","15","null","182","null","97","null","79","null","73","null","0","15","null","null","46","40","null","null","57","48","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","27","41","null","null","40","null","37","null","119","null","65","null",
"1400000US17031825503","Census Tract 8255.03, Cook County, Illinois","3256","523","null","null","2641","463","null","null","2452","null","405","null","189","null","145","null","181","null","142","null","0","15","null","null","8","17","null","null","0","15","null","null","0","null","15","null","341","null","173","null","73","null","67","null","0","15","null","null","91","99","null","null","177","132","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","34","52","null","null","0","null","15","null","240","null","138","null",
"1400000US17031825504","Census Tract 8255.04, Cook County, Illinois","1418","251","null","null","1272","234","null","null","1133","null","228","null","139","null","89","null","139","null","89","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","111","null","74","null","0","null","11","null","0","11","null","null","49","56","null","null","62","51","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","35","null","33","null",
"1400000US17031825505","Census Tract 8255.05, Cook County, Illinois","2075","308","null","null","1783","289","null","null","1675","null","283","null","108","null","75","null","98","null","72","null","10","16","null","null","0","15","null","null","0","15","null","null","0","null","15","null","168","null","87","null","57","null","61","null","8","12","null","null","47","42","null","null","56","41","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","32","28","null","null","13","null","20","null","79","null","56","null",
"1400000US17031825600","Census Tract 8256, Cook County, Illinois","2017","276","null","null","1711","274","null","null","1675","null","274","null","36","null","29","null","29","null","25","null","0","15","null","null","7","12","null","null","0","15","null","null","0","null","15","null","113","null","79","null","30","null","41","null","0","15","null","null","55","62","null","null","28","31","null","null","0","null","15","null","0","null","15","null","21","23","null","null","0","15","null","null","28","30","null","null","58","null","55","null","86","null","71","null",
"1400000US17031825700","Census Tract 8257, Cook County, Illinois","1488","157","null","null","1328","163","null","null","1139","null","170","null","189","null","68","null","167","null","65","null","22","32","null","null","0","11","null","null","0","11","null","null","0","null","11","null","108","null","39","null","42","null","31","null","0","11","null","null","5","6","null","null","61","29","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","18","18","null","null","11","null","18","null","23","null","22","null",
"1400000US17031825801","Census Tract 8258.01, Cook County, Illinois","1022","173","null","null","861","171","null","null","808","null","171","null","53","null","44","null","53","null","44","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","98","null","67","null","82","null","66","null","0","11","null","null","0","11","null","null","16","19","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","13","21","null","null","0","null","11","null","50","null","56","null",
"1400000US17031825802","Census Tract 8258.02, Cook County, Illinois","2345","364","null","null","2044","328","null","null","1903","null","322","null","141","null","91","null","129","null","87","null","12","19","null","null","0","15","null","null","0","15","null","null","0","null","15","null","199","null","109","null","72","null","93","null","13","20","null","null","19","31","null","null","95","72","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","18","29","null","null","11","null","20","null","73","null","80","null",
"1400000US17031825803","Census Tract 8258.03, Cook County, Illinois","2543","337","null","null","2266","310","null","null","1850","null","346","null","416","null","206","null","377","null","193","null","39","64","null","null","0","15","null","null","0","15","null","null","0","null","15","null","127","null","90","null","0","null","15","null","0","15","null","null","13","22","null","null","114","90","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","83","null","91","null","67","null","53","null",
"1400000US17031825900","Census Tract 8259, Cook County, Illinois","1330","186","null","null","1183","172","null","null","1055","null","184","null","128","null","67","null","103","null","61","null","25","39","null","null","0","11","null","null","0","11","null","null","0","null","11","null","141","null","78","null","80","null","58","null","0","11","null","null","45","44","null","null","16","20","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","6","null","10","null","0","null","11","null",
"1400000US17031826000","Census Tract 8260, Cook County, Illinois","1190","216","null","null","1040","208","null","null","940","null","209","null","100","null","73","null","100","null","73","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","42","null","41","null","34","null","39","null","0","11","null","null","0","11","null","null","8","13","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","29","34","null","null","51","null","61","null","28","null","30","null",
"1400000US17031826100","Census Tract 8261, Cook County, Illinois","2806","357","null","null","2218","317","null","null","2055","null","332","null","163","null","144","null","78","null","93","null","32","47","null","null","53","100","null","null","0","15","null","null","0","null","15","null","438","null","175","null","292","null","156","null","0","15","null","null","28","34","null","null","118","91","null","null","0","null","15","null","36","null","57","null","0","15","null","null","50","80","null","null","35","44","null","null","0","null","15","null","29","null","34","null",
"1400000US17031826201","Census Tract 8262.01, Cook County, Illinois","1170","218","null","null","882","189","null","null","746","null","198","null","136","null","81","null","136","null","81","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","189","null","76","null","37","null","36","null","0","11","null","null","26","29","null","null","126","65","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","7","17","null","null","69","null","101","null","23","null","20","null",
"1400000US17031826202","Census Tract 8262.02, Cook County, Illinois","2249","308","null","null","1979","286","null","null","1750","null","260","null","229","null","167","null","214","null","166","null","15","24","null","null","0","15","null","null","0","15","null","null","0","null","15","null","169","null","106","null","58","null","72","null","0","15","null","null","22","34","null","null","89","74","null","null","0","null","15","null","31","null","52","null","0","15","null","null","32","38","null","null","15","28","null","null","11","null","18","null","12","null","20","null",
"1400000US17031826301","Census Tract 8263.01, Cook County, Illinois","1867","277","null","null","1516","223","null","null","1183","null","220","null","333","null","174","null","284","null","171","null","27","31","null","null","12","19","null","null","0","11","null","null","10","null","17","null","274","null","103","null","123","null","68","null","0","11","null","null","15","17","null","null","136","80","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","14","21","null","null","50","null","75","null","13","null","18","null",
"1400000US17031826303","Census Tract 8263.03, Cook County, Illinois","1644","251","null","null","1385","234","null","null","1245","null","212","null","140","null","109","null","105","null","86","null","35","59","null","null","0","11","null","null","0","11","null","null","0","null","11","null","203","null","108","null","106","null","69","null","0","11","null","null","19","21","null","null","78","57","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","3","null","7","null","53","null","35","null",
"1400000US17031826304","Census Tract 8263.04, Cook County, Illinois","1223","193","null","null","868","143","null","null","806","null","138","null","62","null","55","null","62","null","55","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","344","null","135","null","241","null","109","null","0","11","null","null","29","36","null","null","74","64","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","11","null","18","null",
"1400000US17031826401","Census Tract 8264.01, Cook County, Illinois","1688","239","null","null","1422","229","null","null","1271","null","225","null","151","null","97","null","95","null","80","null","56","56","null","null","0","11","null","null","0","11","null","null","0","null","11","null","176","null","98","null","168","null","98","null","0","11","null","null","8","12","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","30","33","null","null","0","null","11","null","60","null","54","null",
"1400000US17031826402","Census Tract 8264.02, Cook County, Illinois","2132","238","null","null","1749","266","null","null","1606","null","260","null","143","null","92","null","112","null","88","null","31","26","null","null","0","15","null","null","0","15","null","null","0","null","15","null","352","null","120","null","161","null","81","null","0","15","null","null","39","25","null","null","152","80","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","24","29","null","null","7","null","11","null","0","null","15","null",
"1400000US17031826500","Census Tract 8265, Cook County, Illinois","2053","281","null","null","1578","265","null","null","1376","null","246","null","202","null","109","null","164","null","92","null","0","15","null","null","2","6","null","null","0","15","null","null","36","null","42","null","371","null","133","null","209","null","111","null","0","15","null","null","54","41","null","null","108","71","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","48","47","null","null","49","null","40","null","7","null","10","null",
"1400000US17031826600","Census Tract 8266, Cook County, Illinois","2157","308","null","null","1738","290","null","null","1447","null","269","null","291","null","112","null","220","null","102","null","15","23","null","null","11","17","null","null","0","15","null","null","45","null","46","null","316","null","119","null","130","null","73","null","0","15","null","null","86","64","null","null","72","41","null","null","28","null","44","null","0","null","15","null","0","15","null","null","0","15","null","null","61","66","null","null","20","null","22","null","22","null","35","null",
"1400000US17031826700","Census Tract 8267, Cook County, Illinois","1761","324","null","null","1352","273","null","null","1194","null","240","null","158","null","99","null","93","null","78","null","13","23","null","null","0","15","null","null","0","15","null","null","52","null","60","null","292","null","154","null","192","null","117","null","0","15","null","null","91","73","null","null","9","15","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","53","42","null","null","0","null","15","null","64","null","72","null",
"1400000US17031826800","Census Tract 8268, Cook County, Illinois","1725","242","null","null","1566","228","null","null","1239","null","224","null","327","null","133","null","287","null","128","null","21","27","null","null","0","15","null","null","19","21","null","null","0","null","15","null","93","null","87","null","69","null","82","null","0","15","null","null","13","21","null","null","11","16","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","36","51","null","null","5","null","8","null","25","null","26","null",
"1400000US17031826901","Census Tract 8269.01, Cook County, Illinois","507","161","null","null","457","127","null","null","457","null","127","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","23","null","30","null","6","null","8","null","0","11","null","null","0","11","null","null","17","28","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","27","32","null","null","0","null","11","null","0","null","11","null",
"1400000US17031826902","Census Tract 8269.02, Cook County, Illinois","274","86","null","null","225","85","null","null","218","null","83","null","7","null","11","null","7","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","42","null","33","null","25","null","28","null","0","11","null","null","17","22","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","7","11","null","null","0","null","11","null","0","null","11","null",
"1400000US17031827000","Census Tract 8270, Cook County, Illinois","1262","305","null","null","1002","300","null","null","758","null","200","null","244","null","239","null","244","null","239","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","239","null","111","null","171","null","100","null","0","11","null","null","0","11","null","null","68","63","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","21","31","null","null","0","null","11","null","0","null","11","null",
"1400000US17031827100","Census Tract 8271, Cook County, Illinois","924","148","null","null","720","127","null","null","627","null","125","null","93","null","54","null","68","null","50","null","0","11","null","null","17","19","null","null","8","11","null","null","0","null","11","null","113","null","61","null","47","null","41","null","0","11","null","null","0","11","null","null","66","54","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","67","56","null","null","0","null","11","null","24","null","38","null",
"1400000US17031827200","Census Tract 8272, Cook County, Illinois","1687","270","null","null","1512","269","null","null","1442","null","274","null","70","null","36","null","22","null","18","null","11","17","null","null","15","17","null","null","22","21","null","null","0","null","11","null","59","null","41","null","26","null","23","null","0","11","null","null","0","11","null","null","33","35","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","27","25","null","null","16","null","27","null","73","null","45","null",
"1400000US17031827300","Census Tract 8273, Cook County, Illinois","992","428","null","null","832","435","null","null","729","null","421","null","103","null","77","null","84","null","71","null","0","11","null","null","0","11","null","null","19","31","null","null","0","null","11","null","103","null","65","null","68","null","45","null","0","11","null","null","0","11","null","null","35","42","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","35","36","null","null","0","null","11","null","22","null","31","null",
"1400000US17031827400","Census Tract 8274, Cook County, Illinois","1245","330","null","null","1032","284","null","null","952","null","263","null","80","null","68","null","80","null","68","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","134","null","108","null","73","null","83","null","0","11","null","null","0","11","null","null","61","66","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","10","16","null","null","0","null","11","null","69","null","62","null",
"1400000US17031827500","Census Tract 8275, Cook County, Illinois","1614","281","null","null","1314","238","null","null","1198","null","218","null","116","null","87","null","105","null","80","null","11","17","null","null","0","15","null","null","0","15","null","null","0","null","15","null","99","null","70","null","93","null","68","null","0","15","null","null","0","15","null","null","6","11","null","null","0","null","15","null","0","null","15","null","0","15","null","null","15","23","null","null","20","28","null","null","111","null","119","null","55","null","55","null",
"1400000US17031827600","Census Tract 8276, Cook County, Illinois","1003","185","null","null","892","192","null","null","801","null","183","null","91","null","67","null","49","null","56","null","42","37","null","null","0","11","null","null","0","11","null","null","0","null","11","null","92","null","56","null","29","null","35","null","0","11","null","null","33","31","null","null","30","28","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","11","null","23","null","8","null","14","null",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","1028","150","null","null","919","139","null","null","872","null","144","null","47","null","37","null","44","null","36","null","0","11","null","null","3","5","null","null","0","11","null","null","0","null","11","null","72","null","39","null","11","null","12","null","8","14","null","null","15","16","null","null","38","28","null","null","0","null","11","null","0","null","11","null","0","11","null","null","5","9","null","null","6","9","null","null","20","null","25","null","6","null","8","null",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","1860","256","null","null","1618","240","null","null","1506","null","228","null","112","null","69","null","100","null","68","null","12","18","null","null","0","11","null","null","0","11","null","null","0","null","11","null","205","null","90","null","58","null","54","null","0","11","null","null","56","62","null","null","91","48","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","3","null","13","null","34","null","34","null",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","1400","200","null","null","1260","190","null","null","1032","null","207","null","228","null","125","null","156","null","84","null","72","77","null","null","0","11","null","null","0","11","null","null","0","null","11","null","81","null","63","null","46","null","57","null","0","11","null","null","25","28","null","null","10","14","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","37","null","38","null","22","null","24","null",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","1476","204","null","null","1206","186","null","null","1058","null","195","null","148","null","76","null","86","null","57","null","54","59","null","null","8","13","null","null","0","11","null","null","0","null","11","null","141","null","66","null","10","null","15","null","0","11","null","null","56","33","null","null","75","57","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","73","null","68","null","56","null","46","null",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","1287","177","null","null","1071","150","null","null","989","null","137","null","82","null","59","null","61","null","52","null","18","22","null","null","0","11","null","null","0","11","null","null","3","null","8","null","155","null","59","null","25","null","29","null","0","11","null","null","39","41","null","null","91","51","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","9","13","null","null","0","null","11","null","52","null","40","null",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","1226","236","null","null","1064","208","null","null","941","null","170","null","123","null","76","null","120","null","73","null","0","11","null","null","0","11","null","null","3","7","null","null","0","null","11","null","97","null","73","null","40","null","50","null","0","11","null","null","38","47","null","null","19","19","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","6","null","9","null","59","null","40","null",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","2031","239","null","null","1911","206","null","null","1779","null","196","null","132","null","60","null","121","null","60","null","0","11","null","null","0","11","null","null","0","11","null","null","11","null","16","null","58","null","45","null","16","null","25","null","0","11","null","null","0","11","null","null","42","37","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","35","53","null","null","11","null","17","null","16","null","18","null",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","2219","230","null","null","1909","209","null","null","1776","null","214","null","133","null","76","null","71","null","60","null","11","16","null","null","29","26","null","null","22","36","null","null","0","null","15","null","135","null","70","null","49","null","48","null","0","15","null","null","35","32","null","null","51","45","null","null","0","null","15","null","0","null","15","null","0","15","null","null","15","23","null","null","48","64","null","null","57","null","87","null","55","null","46","null",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","2017","297","null","null","1703","298","null","null","1524","null","280","null","179","null","124","null","116","null","100","null","52","63","null","null","11","54","null","null","0","11","null","null","0","null","11","null","243","null","142","null","56","null","55","null","0","11","null","null","61","92","null","null","126","87","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","71","null","53","null",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","1954","221","null","null","1630","232","null","null","1464","null","196","null","166","null","87","null","126","null","78","null","26","27","null","null","14","21","null","null","0","11","null","null","0","null","11","null","248","null","101","null","88","null","75","null","0","11","null","null","102","63","null","null","58","35","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","28","28","null","null","40","null","34","null","8","null","14","null",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","2357","381","null","null","2138","368","null","null","1819","null","357","null","319","null","146","null","298","null","146","null","3","6","null","null","18","26","null","null","0","11","null","null","0","null","11","null","129","null","79","null","0","null","11","null","0","11","null","null","34","55","null","null","95","56","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","22","21","null","null","37","null","50","null","31","null","37","null",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","1424","155","null","null","1264","154","null","null","1120","null","149","null","144","null","56","null","127","null","52","null","7","10","null","null","0","11","null","null","0","11","null","null","10","null","15","null","77","null","54","null","13","null","20","null","0","11","null","null","8","13","null","null","56","45","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","37","32","null","null","0","null","11","null","46","null","28","null",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","1765","193","null","null","1302","176","null","null","1218","null","176","null","84","null","71","null","84","null","71","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","309","null","88","null","24","null","26","null","0","11","null","null","23","37","null","null","262","78","null","null","0","null","11","null","0","null","11","null","9","13","null","null","9","13","null","null","38","47","null","null","37","null","32","null","61","null","37","null",
